"id","nom","prenom","email","sexe","date_naissance","date_deces","navs","numero_individu"
1589,"Collins","Shelby","shelby.collins@bluewin.ch","M","1950-10-03",NULL,"756.0445.4245.88","20251024001589"
1590,"Ruggiero","Kaylee","kaylee.ruggiero@swissonline.ch","M","1931-09-28",NULL,"756.9378.8761.05","20251024001590"
1591,"Sandoval","Reginald","reginald.sandoval@hotmail.com","F","2003-02-28",NULL,"756.3118.0776.93","20251024001591"
1592,"Zheng","Diana","diana.zheng@swissonline.ch","M","1959-05-01",NULL,"756.4342.2639.40","20251024001592"
1593,"Seidel","Ronald","ronald.seidel@gmail.com","M","1971-05-18",NULL,"756.3097.6205.42","20251024001593"
1594,"Castro","Pedro","pedro.castro@sunrise.ch","F","1932-09-21",NULL,"756.7150.8437.31","20251024001594"
1595,"Narayanan","Paul","paul.narayanan@sunrise.ch","M","1969-08-26","2021-10-22","756.5148.1815.18","20251024001595"
1596,"Long","Grant","grant.long@swissonline.ch","M","1929-06-11",NULL,"756.1531.7121.76","20251024001596"
1597,"Sandoval","Chase","chase.sandoval@gmail.com","F","1949-08-24",NULL,"756.7634.0943.14","20251024001597"
1598,"Serrano","Jenna","jenna.serrano@gmail.com","M","1997-04-10",NULL,"756.8914.2533.60","20251024001598"
1599,"Yang","Julio","julio.yang@gmail.com","M","2003-04-10",NULL,"756.5392.0945.53","20251024001599"
1600,"Winter","Paige","paige.winter@sunrise.ch","F","2008-08-09",NULL,"756.5012.8518.59","20251024001600"
1601,"Mirchandani","Donna","donna.mirchandani@gmail.com","M","1975-12-13",NULL,"756.1074.8234.12","20251024001601"
1602,"Gray","Rohinton","rohinton.gray@swissonline.ch","F","2002-09-10",NULL,"756.4993.0951.05","20251024001602"
1603,"Zimmerman","Jarrod","jarrod.zimmerman@swissonline.ch","M","1966-07-24",NULL,"756.9717.2544.53","20251024001603"
1604,"Thompson","Leonard","leonard.thompson@gmail.com","M","1947-04-04",NULL,"756.0218.4376.82","20251024001604"
1605,"Pearson","Mircea","mircea.pearson@swissonline.ch","F","1929-12-28",NULL,"756.5070.1016.02","20251024001605"
1606,"Bryant","Faith","faith.bryant@bluewin.ch","M","1951-08-01",NULL,"756.2820.5957.66","20251024001606"
1607,"Zhang","Cathy","cathy.zhang@bluewin.ch","F","2002-01-11",NULL,"756.6025.8589.15","20251024001607"
1608,"Lu","Steven","steven.lu@gmail.com","M","2015-07-23",NULL,"756.7781.8212.66","20251024001608"
1609,"Yonekura","Shaun","shaun.yonekura@bluewin.ch","M","1939-03-28",NULL,"756.9778.2430.67","20251024001609"
1610,"Roy","Jason","jason.roy@bluewin.ch","F","1950-03-02",NULL,"756.3391.9309.86","20251024001610"
1611,"Kim","Tanya","tanya.kim@bluewin.ch","F","1974-08-06",NULL,"756.9075.1411.20","20251024001611"
1612,"Jordan","Gabriella","gabriella.jordan@gmail.com","F","1925-03-05",NULL,"756.3481.5481.18","20251024001612"
1613,"Perry","Tasha","tasha.perry@swissonline.ch","M","1953-03-02",NULL,"756.8030.4104.10","20251024001613"
1614,"Cox","Kevin","kevin.cox@hotmail.com","F","1961-09-11",NULL,"756.0603.9804.89","20251024001614"
1615,"Townsend","Alícia","alicia.townsend@swissonline.ch","F","1989-05-13",NULL,"756.5099.4673.38","20251024001615"
1616,"Raheem","William","william.raheem@gmail.com","F","1972-02-09",NULL,"756.1847.7841.28","20251024001616"
1617,"Gutierrez","Marco","marco.gutierrez@gmail.com","M","1982-10-03",NULL,"756.3848.6601.92","20251024001617"
1618,"Pritchett","Isabella","isabella.pritchett@gmail.com","M","2011-11-19",NULL,"756.9743.3895.36","20251024001618"
1619,"Peterson","Roberto","roberto.peterson@sunrise.ch","F","1972-05-29",NULL,"756.6558.0818.39","20251024001619"
1620,"Anand","Daisuke","daisuke.anand@hotmail.com","M","1929-01-18",NULL,"756.8026.4744.81","20251024001620"
1621,"Edwards","Levi","levi.edwards@swissonline.ch","M","1999-12-18",NULL,"756.2793.7481.77","20251024001621"
1622,"Rienstra","Benjamin","benjamin.rienstra@bluewin.ch","F","1956-03-21",NULL,"756.6386.7360.41","20251024001622"
1623,"Anderson","Olivia","olivia.anderson@hotmail.com","F","1923-02-08",NULL,"756.7737.0119.46","20251024001623"
1624,"Becker","Ronald","ronald.becker@hotmail.com","M","2019-06-12",NULL,"756.6160.6240.78","20251024001624"
1625,"Ashe","Patricia","patricia.ashe@gmail.com","M","1977-12-11",NULL,"756.4427.3571.30","20251024001625"
1626,"Srini","Jenny","jenny.srini@hotmail.com","M","2000-12-19",NULL,"756.1667.7237.03","20251024001626"
1627,"Li","Whitney","whitney.li@swissonline.ch","M","1933-05-12","2022-05-19","756.0096.4074.82","20251024001627"
1628,"Winter","Jerry","jerry.winter@gmail.com","F","1921-01-12",NULL,"756.7872.3502.77","20251024001628"
1629,"Albrecht","Mitchell","mitchell.albrecht@hotmail.com","F","1991-10-17",NULL,"756.7581.7175.89","20251024001629"
1630,"Watson","Renée","renee.watson@gmail.com","M","1945-02-05",NULL,"756.1961.0210.26","20251024001630"
1631,"Alvarez","Paul","paul.alvarez@gmail.com","M","1993-12-14",NULL,"756.9127.6618.31","20251024001631"
1632,"Rodgers","Bryan","bryan.rodgers@bluewin.ch","F","1964-07-15",NULL,"756.2457.5054.37","20251024001632"
1633,"Simmons","Jaclyn","jaclyn.simmons@sunrise.ch","F","1921-10-14",NULL,"756.4101.0835.47","20251024001633"
1634,"Sai","Melody","melody.sai@sunrise.ch","M","1953-12-03",NULL,"756.6485.6158.36","20251024001634"
1635,"Schleger","Steve","steve.schleger@sunrise.ch","M","2014-09-04",NULL,"756.5402.4452.22","20251024001635"
1636,"Turner","Kathleen","kathleen.turner@swissonline.ch","M","1979-09-29",NULL,"756.1203.2498.33","20251024001636"
1637,"Green","Anthony","anthony.green@bluewin.ch","F","1972-09-06",NULL,"756.9045.2313.43","20251024001637"
1638,"Lin","Nelson","nelson.lin@swissonline.ch","F","2006-09-21",NULL,"756.5404.0240.84","20251024001638"
1639,"Sacksteder","Alma","alma.sacksteder@bluewin.ch","F","1996-10-20",NULL,"756.2942.2659.67","20251024001639"
1640,"Mehta","Rob","rob.mehta@hotmail.com","M","2007-10-24",NULL,"756.5874.5808.15","20251024001640"
1641,"White","Brittney","brittney.white@hotmail.com","F","1981-11-23",NULL,"756.2669.9564.70","20251024001641"
1642,"Dominguez","Roger","roger.dominguez@sunrise.ch","F","1952-12-25",NULL,"756.3597.0521.46","20251024001642"
1643,"Howard","Ruth","ruth.howard@sunrise.ch","M","1958-03-19",NULL,"756.4930.4734.14","20251024001643"
1644,"Rovira Diez","Orlando","orlando.rovira diez@bluewin.ch","M","1964-08-25",NULL,"756.1356.9820.75","20251024001644"
1645,"Miller","Heather","heather.miller@hotmail.com","M","1951-06-08",NULL,"756.8760.0695.35","20251024001645"
1646,"Randall","Lloyd","lloyd.randall@bluewin.ch","M","1931-07-14",NULL,"756.2081.1078.20","20251024001646"
1647,"Brooks","Elijah","elijah.brooks@swissonline.ch","F","1944-09-03",NULL,"756.8047.3388.54","20251024001647"
1648,"She","Marie","marie.she@swissonline.ch","M","2002-04-13",NULL,"756.3808.6863.07","20251024001648"
1649,"Blue","Vadim","vadim.blue@bluewin.ch","M","1954-08-13",NULL,"756.7931.6478.14","20251024001649"
1650,"Lewis","Giorgio","giorgio.lewis@bluewin.ch","M","1949-05-29",NULL,"756.1950.3874.14","20251024001650"
1651,"Moyer","Donna","donna.moyer@sunrise.ch","M","1940-12-23",NULL,"756.3627.5718.68","20251024001651"
1652,"Alan","Tiffany","tiffany.alan@gmail.com","F","1931-08-27",NULL,"756.6493.8307.47","20251024001652"
1653,"Bryant","Arif","arif.bryant@swissonline.ch","F","1997-10-06",NULL,"756.3321.2160.90","20251024001653"
1654,"Straatsma","Lacey","lacey.straatsma@bluewin.ch","F","1954-03-10",NULL,"756.6982.4884.20","20251024001654"
1655,"Mohamed","Morgan","morgan.mohamed@sunrise.ch","F","1942-05-05",NULL,"756.4896.1903.18","20251024001655"
1656,"Sutton","Meredith","meredith.sutton@hotmail.com","M","2008-06-27",NULL,"756.3547.2352.96","20251024001656"
1657,"Isla","Alice","alice.isla@swissonline.ch","M","1950-04-18",NULL,"756.8341.5693.03","20251024001657"
1658,"Cook","Amanda","amanda.cook@swissonline.ch","F","1956-05-18",NULL,"756.5702.3491.55","20251024001658"
1659,"Carlson","Marvin","marvin.carlson@gmail.com","F","1930-07-24",NULL,"756.7583.4393.45","20251024001659"
1660,"Pal","Britta","britta.pal@hotmail.com","F","2010-06-19",NULL,"756.4225.7144.82","20251024001660"
1661,"Hall","Jorge","jorge.hall@hotmail.com","M","1928-09-19",NULL,"756.7130.1311.88","20251024001661"
1662,"Sacksteder","Jacob","jacob.sacksteder@bluewin.ch","M","1984-08-10",NULL,"756.5375.9734.94","20251024001662"
1663,"Schleger","Tyrone","tyrone.schleger@gmail.com","M","1987-12-21",NULL,"756.4546.7923.67","20251024001663"
1664,"Gill","Donald","donald.gill@hotmail.com","M","2007-10-14",NULL,"756.8872.3578.67","20251024001664"
1665,"Butler","Marvin","marvin.butler@hotmail.com","F","1928-10-25",NULL,"756.5243.2890.47","20251024001665"
1666,"Lewis","Lucas","lucas.lewis@gmail.com","M","1922-02-02",NULL,"756.9691.6042.46","20251024001666"
1667,"Lal","Kaitlyn","kaitlyn.lal@bluewin.ch","F","1933-03-30",NULL,"756.0317.4063.41","20251024001667"
1668,"James","Brandon","brandon.james@gmail.com","M","1995-08-22",NULL,"756.1917.4067.03","20251024001668"
1669,"Gill","Willie","willie.gill@sunrise.ch","F","2015-01-31",NULL,"756.7289.2777.61","20251024001669"
1670,"Sneath","Catherine","catherine.sneath@gmail.com","F","2018-09-30",NULL,"756.2239.7123.06","20251024001670"
1671,"Ward","Melissa","melissa.ward@hotmail.com","M","1943-02-16",NULL,"756.2241.7608.37","20251024001671"
1672,"Shakespear","Emma","emma.shakespear@sunrise.ch","M","1958-05-04",NULL,"756.4211.1206.49","20251024001672"
1673,"Rai","Mya","mya.rai@swissonline.ch","M","1947-02-23",NULL,"756.4107.2150.93","20251024001673"
1674,"Rivera","Carol","carol.rivera@hotmail.com","M","2009-07-27",NULL,"756.4066.7702.82","20251024001674"
1675,"Arun","Ramón","ramon.arun@gmail.com","F","1960-01-09",NULL,"756.3193.2198.38","20251024001675"
1676,"Ma","April","april.ma@gmail.com","M","1931-10-26",NULL,"756.9242.2479.67","20251024001676"
1677,"Suurs","Marvin","marvin.suurs@gmail.com","F","1999-06-30",NULL,"756.1498.7969.74","20251024001677"
1678,"Nara","Lane","lane.nara@sunrise.ch","M","1964-02-16",NULL,"756.7820.2897.46","20251024001678"
1679,"Andersen","Gavin","gavin.andersen@sunrise.ch","F","1951-04-11",NULL,"756.9904.9355.89","20251024001679"
1680,"Patel","Darren","darren.patel@gmail.com","M","1923-04-06",NULL,"756.8188.3190.50","20251024001680"
1681,"Long","Allen","allen.long@swissonline.ch","M","2020-09-16",NULL,"756.7857.0067.12","20251024001681"
1682,"Zeng","Mandar","mandar.zeng@sunrise.ch","F","1934-06-08",NULL,"756.6415.7195.79","20251024001682"
1683,"Browning","Jason","jason.browning@sunrise.ch","M","2019-08-13",NULL,"756.0183.6812.71","20251024001683"
1684,"Scott","Michele","michele.scott@sunrise.ch","M","1927-02-22",NULL,"756.9405.3066.96","20251024001684"
1685,"Schleger","Fernando","fernando.schleger@sunrise.ch","M","2009-12-16",NULL,"756.5907.2390.39","20251024001685"
1686,"Sato","Stacey","stacey.sato@hotmail.com","F","1980-06-04",NULL,"756.9282.5941.26","20251024001686"
1687,"Son","Nathaniel","nathaniel.son@bluewin.ch","M","1926-10-25",NULL,"756.4322.3420.08","20251024001687"
1688,"Ray","Nina","nina.ray@swissonline.ch","F","1936-08-11","2020-09-24","756.1113.7175.70","20251024001688"
1689,"Lee","Ben","ben.lee@bluewin.ch","M","2001-07-24",NULL,"756.5246.7483.09","20251024001689"
1690,"Sara","Aimee","aimee.sara@bluewin.ch","M","1987-10-17",NULL,"756.1715.3061.83","20251024001690"
1691,"Cook","Jimmy","jimmy.cook@bluewin.ch","F","2008-04-24",NULL,"756.2669.2094.86","20251024001691"
1692,"Rodgers","Donna","donna.rodgers@sunrise.ch","M","2010-01-21",NULL,"756.8672.4798.43","20251024001692"
1693,"Ramirez","Valerie","valerie.ramirez@swissonline.ch","F","1936-08-31",NULL,"756.5743.6017.39","20251024001693"
1694,"Wedge","Terrence","terrence.wedge@gmail.com","F","1969-07-22",NULL,"756.1104.6376.33","20251024001694"
1695,"Shock","Scott","scott.shock@swissonline.ch","F","1956-01-14",NULL,"756.3937.5873.60","20251024001695"
1696,"Arun","Ajay","ajay.arun@sunrise.ch","F","1931-12-20",NULL,"756.1830.2292.13","20251024001696"
1697,"Srini","Kelsey","kelsey.srini@bluewin.ch","M","1961-05-30",NULL,"756.5077.2521.82","20251024001697"
1698,"Sherwood","Nina","nina.sherwood@gmail.com","F","1931-10-28",NULL,"756.0212.3815.13","20251024001698"
1699,"Raman","Corey","corey.raman@sunrise.ch","M","1955-11-29",NULL,"756.5470.7205.01","20251024001699"
1700,"Simon","Jocelyn","jocelyn.simon@swissonline.ch","F","1946-03-12",NULL,"756.5641.4830.57","20251024001700"
1701,"Short","Allison","allison.short@bluewin.ch","F","2020-03-21",NULL,"756.2081.5989.69","20251024001701"
1702,"Jones","Diana","diana.jones@sunrise.ch","M","1980-10-15",NULL,"756.4498.7214.50","20251024001702"
1703,"Schleger","Nina","nina.schleger@sunrise.ch","F","2004-04-28",NULL,"756.5098.5959.12","20251024001703"
1704,"Liang","Savannah","savannah.liang@hotmail.com","F","1988-05-31",NULL,"756.1502.5754.74","20251024001704"
1705,"Zhu","Karla","karla.zhu@gmail.com","F","1928-09-25",NULL,"756.0691.3295.27","20251024001705"
1706,"Schultz","Sylvia","sylvia.schultz@hotmail.com","M","2001-11-14",NULL,"756.7683.8248.56","20251024001706"
1707,"Dominguez","Begoña","begona.dominguez@hotmail.com","F","1924-09-17",NULL,"756.2337.9801.88","20251024001707"
1708,"Simon","Johnathan","johnathan.simon@bluewin.ch","M","2013-05-25",NULL,"756.9679.3291.08","20251024001708"
1709,"Sánchez","Cesar","cesar.sanchez@sunrise.ch","M","1922-07-02",NULL,"756.5382.8494.68","20251024001709"
1710,"Rovira Diez","Levi","levi.rovira diez@sunrise.ch","M","2007-12-26",NULL,"756.7468.9013.26","20251024001710"
1711,"Mohamed","Bharat","bharat.mohamed@swissonline.ch","F","1951-11-28",NULL,"756.1258.4349.78","20251024001711"
1712,"Malhotra","Yvonne","yvonne.malhotra@bluewin.ch","M","1982-12-31",NULL,"756.8246.8543.64","20251024001712"
1713,"Robinson","Mackenzie","mackenzie.robinson@sunrise.ch","F","1993-05-20",NULL,"756.4937.8731.85","20251024001713"
1714,"Lauer","Carly","carly.lauer@hotmail.com","M","1988-12-12",NULL,"756.8181.5924.18","20251024001714"
1715,"Chapman","Reginald","reginald.chapman@swissonline.ch","F","1932-05-27","2023-03-27","756.9678.4120.74","20251024001715"
1716,"He","Keith","keith.he@gmail.com","F","1955-06-02",NULL,"756.8622.3142.54","20251024001716"
1717,"Allen","Petr","petr.allen@swissonline.ch","F","2003-08-03",NULL,"756.4306.1703.13","20251024001717"
1718,"Raman","Lolan","lolan.raman@hotmail.com","F","2009-05-14",NULL,"756.5652.9395.62","20251024001718"
1719,"Rai","Lindsey","lindsey.rai@swissonline.ch","F","1942-09-17","2022-08-03","756.4659.4927.53","20251024001719"
1720,"Smith-Bates","Juan","juan.smith-bates@bluewin.ch","F","1983-01-31",NULL,"756.9414.4436.85","20251024001720"
1721,"Sam","Francisco","francisco.sam@swissonline.ch","F","1927-01-21",NULL,"756.4952.4725.29","20251024001721"
1722,"Yanagishima","Emily","emily.yanagishima@hotmail.com","M","1991-04-09",NULL,"756.6878.6508.79","20251024001722"
1723,"Oliver","Alvin","alvin.oliver@gmail.com","M","1967-05-04",NULL,"756.5674.9753.22","20251024001723"
1724,"Sam","Evelyn","evelyn.sam@gmail.com","F","1993-02-25",NULL,"756.2254.2619.79","20251024001724"
1725,"Sims","Savannah","savannah.sims@hotmail.com","M","1969-04-06",NULL,"756.7544.7836.10","20251024001725"
1726,"Stone","Anna","anna.stone@bluewin.ch","M","1992-01-01",NULL,"756.0793.9991.72","20251024001726"
1727,"Zhu","Shirleen","shirleen.zhu@hotmail.com","M","1998-10-25",NULL,"756.8352.0355.92","20251024001727"
1728,"Pal","Bianca","bianca.pal@swissonline.ch","M","1939-07-25",NULL,"756.3083.7931.15","20251024001728"
1729,"Saddow","Ben","ben.saddow@gmail.com","F","2005-11-30",NULL,"756.9508.0111.22","20251024001729"
1730,"Patterson","Lolan","lolan.patterson@swissonline.ch","M","1922-07-15",NULL,"756.8367.3146.83","20251024001730"
1731,"Ma","Zachary","zachary.ma@swissonline.ch","M","1959-11-03",NULL,"756.5157.7906.32","20251024001731"
1732,"Fernandez","Mallory","mallory.fernandez@hotmail.com","F","1983-05-09",NULL,"756.0378.5796.11","20251024001732"
1733,"Bell","Giorgio","giorgio.bell@sunrise.ch","M","1938-06-04",NULL,"756.7707.8903.01","20251024001733"
1734,"Jones","Catherine","catherine.jones@swissonline.ch","M","2011-01-27",NULL,"756.7087.7640.86","20251024001734"
1735,"Sabella","Liz","liz.sabella@gmail.com","F","1942-02-12",NULL,"756.3749.8493.64","20251024001735"
1736,"Perry","Julian","julian.perry@sunrise.ch","M","1979-09-17",NULL,"756.3838.7287.90","20251024001736"
1737,"Pearson","Shannon","shannon.pearson@sunrise.ch","F","1944-09-29",NULL,"756.7770.4578.21","20251024001737"
1738,"Diaz","Francis","francis.diaz@hotmail.com","F","1985-05-29",NULL,"756.5914.9154.65","20251024001738"
1739,"Ortega","Caroline","caroline.ortega@hotmail.com","M","1927-11-29",NULL,"756.6669.3180.39","20251024001739"
1740,"Butler","Paul","paul.butler@hotmail.com","F","2003-10-08",NULL,"756.8748.7098.22","20251024001740"
1741,"Pulipalyam","Alexandria","alexandria.pulipalyam@gmail.com","F","1940-06-27",NULL,"756.0710.0222.63","20251024001741"
1742,"Williams","Lindsay","lindsay.williams@bluewin.ch","F","1978-06-05",NULL,"756.6515.3703.95","20251024001742"
1743,"Skjønaa","Pamela","pamela.skjønaa@bluewin.ch","F","2016-02-12",NULL,"756.7344.9487.64","20251024001743"
1744,"Sims","Carol Ann","carol ann.sims@swissonline.ch","F","2005-12-31",NULL,"756.4226.1079.17","20251024001744"
1745,"Thakur","Misty","misty.thakur@sunrise.ch","F","1929-05-04","2019-04-22","756.0397.1922.41","20251024001745"
1746,"Mehta","Richard","richard.mehta@bluewin.ch","F","1948-02-22",NULL,"756.6780.4233.45","20251024001746"
1747,"Shridhar","Orlando","orlando.shridhar@sunrise.ch","F","1985-07-23",NULL,"756.5399.0326.38","20251024001747"
1748,"Sun","Kern","kern.sun@hotmail.com","F","2009-06-14",NULL,"756.2009.6330.40","20251024001748"
1749,"Long","Brenda","brenda.long@swissonline.ch","M","1989-10-06",NULL,"756.2899.1769.71","20251024001749"
1750,"Bendixen","Kenneth","kenneth.bendixen@sunrise.ch","F","2020-09-24",NULL,"756.7151.2063.35","20251024001750"
1751,"Ryan","Jesse","jesse.ryan@swissonline.ch","M","2006-12-07",NULL,"756.6833.8954.18","20251024001751"
1752,"Harris","Bianca","bianca.harris@sunrise.ch","F","1966-04-19",NULL,"756.0876.0432.77","20251024001752"
1753,"Smith-Bates","Muniraju","muniraju.smith-bates@swissonline.ch","M","1987-10-16",NULL,"756.1224.1656.78","20251024001753"
1754,"Harrison","Raquel","raquel.harrison@bluewin.ch","M","2019-10-09",NULL,"756.3133.6280.97","20251024001754"
1755,"West","Jarrod","jarrod.west@gmail.com","M","1992-06-13",NULL,"756.6777.9337.53","20251024001755"
1756,"Alvarez","Robin","robin.alvarez@bluewin.ch","F","2018-12-09",NULL,"756.1143.5862.37","20251024001756"
1757,"Champion","Brandi","brandi.champion@gmail.com","M","2015-10-26",NULL,"756.9677.5336.85","20251024001757"
1758,"Ptaszynski","Janet","janet.ptaszynski@gmail.com","F","1938-12-02",NULL,"756.2118.1741.73","20251024001758"
1759,"Walker","Petr","petr.walker@gmail.com","M","1939-07-09",NULL,"756.4599.7122.54","20251024001759"
1760,"Diaz","Sophia","sophia.diaz@swissonline.ch","M","1947-12-09",NULL,"756.2622.9496.17","20251024001760"
1761,"Rodriguez","Hannah","hannah.rodriguez@sunrise.ch","F","1935-04-12",NULL,"756.2253.2510.99","20251024001761"
1762,"Harris","Stacey","stacey.harris@sunrise.ch","M","1929-08-21",NULL,"756.2075.6565.82","20251024001762"
1763,"Powell","Donald","donald.powell@hotmail.com","F","1924-08-17",NULL,"756.7479.7781.26","20251024001763"
1764,"Schmidt","Dana","dana.schmidt@bluewin.ch","M","1971-04-18",NULL,"756.1930.3129.17","20251024001764"
1765,"Suarez","Victor","victor.suarez@swissonline.ch","M","1925-10-28",NULL,"756.1416.1397.59","20251024001765"
1766,"Bhat","Sheena","sheena.bhat@bluewin.ch","F","1922-04-21",NULL,"756.3236.6847.38","20251024001766"
1767,"Madan","Alexandria","alexandria.madan@swissonline.ch","M","1953-10-30",NULL,"756.0241.2307.34","20251024001767"
1768,"Patel","Arianna","arianna.patel@swissonline.ch","F","2006-06-29",NULL,"756.6231.2488.44","20251024001768"
1769,"Sutton","Sara","sara.sutton@gmail.com","M","2013-06-29",NULL,"756.9288.9976.53","20251024001769"
1770,"Veronesi","Bethany","bethany.veronesi@sunrise.ch","F","1972-07-10",NULL,"756.7601.2080.00","20251024001770"
1771,"Sutton","Joseph","joseph.sutton@gmail.com","F","1923-03-23","2022-10-16","756.2366.6463.93","20251024001771"
1772,"Huang","Carolyn","carolyn.huang@bluewin.ch","M","1926-03-19",NULL,"756.6230.9369.62","20251024001772"
1773,"Diaz","Patricia","patricia.diaz@sunrise.ch","F","2010-05-02",NULL,"756.2442.3089.36","20251024001773"
1774,"Zheng","Jésus","jesus.zheng@hotmail.com","F","2004-08-30",NULL,"756.3965.3612.14","20251024001774"
1775,"Hurtado","Janice","janice.hurtado@sunrise.ch","F","1953-06-14",NULL,"756.5538.4688.51","20251024001775"
1776,"Cox","Paula","paula.cox@hotmail.com","F","2007-10-02",NULL,"756.2755.2089.88","20251024001776"
1777,"Roy","Darrell","darrell.roy@gmail.com","F","1998-02-09",NULL,"756.3925.3244.09","20251024001777"
1778,"Rodgers","Colin","colin.rodgers@hotmail.com","F","1985-02-12",NULL,"756.0070.8664.38","20251024001778"
1779,"Ruggiero","Katie","katie.ruggiero@swissonline.ch","M","1936-10-16",NULL,"756.9539.2164.75","20251024001779"
1780,"Chandra","Danny","danny.chandra@swissonline.ch","M","1972-11-23",NULL,"756.1361.2009.71","20251024001780"
1781,"Bhat","Willie","willie.bhat@bluewin.ch","F","1948-02-15",NULL,"756.7590.0211.04","20251024001781"
1782,"Sherwood","Rolando","rolando.sherwood@gmail.com","F","1983-03-10",NULL,"756.9350.6507.89","20251024001782"
1783,"Zheng","Erick","erick.zheng@sunrise.ch","M","2008-11-04",NULL,"756.0929.1646.50","20251024001783"
1784,"Ryan","Franklin","franklin.ryan@sunrise.ch","F","2002-06-08",NULL,"756.4999.2387.68","20251024001784"
1785,"Beck","Katherine","katherine.beck@hotmail.com","M","1982-04-27",NULL,"756.1421.4310.30","20251024001785"
1786,"Munoz","Michael","michael.munoz@hotmail.com","M","1934-08-29",NULL,"756.3672.9068.57","20251024001786"
1787,"Thirunavukkarasu","Amber","amber.thirunavukkarasu@hotmail.com","M","1983-09-11",NULL,"756.9270.2097.93","20251024001787"
1788,"Campbell","Jim","jim.campbell@sunrise.ch","F","2016-12-09",NULL,"756.8373.5664.23","20251024001788"
1789,"Townsend","Brett","brett.townsend@sunrise.ch","F","2007-01-08",NULL,"756.7676.1282.82","20251024001789"
1790,"Selikoff","Allison","allison.selikoff@gmail.com","M","1971-05-19",NULL,"756.7319.1984.75","20251024001790"
1791,"Verhoff","Alfredo","alfredo.verhoff@bluewin.ch","F","2020-10-02",NULL,"756.4514.6902.69","20251024001791"
1792,"Agbonile","Sean","sean.agbonile@sunrise.ch","F","1945-03-09","2017-11-01","756.1597.3459.31","20251024001792"
1793,"Salavaria","Sheena","sheena.salavaria@bluewin.ch","F","2005-05-19",NULL,"756.1993.9621.38","20251024001793"
1794,"Son","Jillian","jillian.son@gmail.com","M","1969-12-15",NULL,"756.8028.3561.34","20251024001794"
1795,"Harrison","Javier","javier.harrison@swissonline.ch","M","1927-06-11",NULL,"756.2269.1671.09","20251024001795"
1796,"Champion","Michele","michele.champion@sunrise.ch","M","1975-06-01",NULL,"756.2383.5779.47","20251024001796"
1797,"Liang","Ashlee","ashlee.liang@gmail.com","F","2012-02-23",NULL,"756.7437.1375.15","20251024001797"
1798,"Malhotra","Sharon","sharon.malhotra@gmail.com","F","1966-08-20",NULL,"756.8402.6995.86","20251024001798"
1799,"Nelson","Tamara","tamara.nelson@gmail.com","M","1945-04-22",NULL,"756.2501.4092.03","20251024001799"
1800,"Rivas","Vincent","vincent.rivas@sunrise.ch","F","1989-12-23",NULL,"756.6901.7455.60","20251024001800"
1801,"Seely","Punya","punya.seely@bluewin.ch","M","1969-07-19",NULL,"756.0108.9554.40","20251024001801"
1802,"Davis","Brandon","brandon.davis@gmail.com","F","1938-07-15","2016-05-29","756.3624.3389.86","20251024001802"
1803,"Morcos","Irma","irma.morcos@hotmail.com","M","1982-08-28",NULL,"756.4649.4674.81","20251024001803"
1804,"Hill","Kelli","kelli.hill@hotmail.com","M","1973-02-02",NULL,"756.9858.0843.96","20251024001804"
1805,"Sato","Nicholas","nicholas.sato@gmail.com","F","1984-04-23",NULL,"756.6925.0240.20","20251024001805"
1806,"Rana","Masaki","masaki.rana@sunrise.ch","M","1952-03-24","2022-01-22","756.3859.7796.74","20251024001806"
1807,"Andersen","Francis","francis.andersen@sunrise.ch","F","1972-08-28",NULL,"756.4961.1634.18","20251024001807"
1808,"Thompson","Kristy","kristy.thompson@bluewin.ch","M","1976-09-11",NULL,"756.9267.6384.75","20251024001808"
1809,"Sanchez","Monica","monica.sanchez@hotmail.com","F","1981-02-28",NULL,"756.8720.5180.36","20251024001809"
1810,"Price","Maurizio","maurizio.price@swissonline.ch","F","1931-03-12",NULL,"756.6962.7015.65","20251024001810"
1811,"King","Wesley","wesley.king@sunrise.ch","M","1938-11-21",NULL,"756.0838.3206.44","20251024001811"
1812,"Carlson","Willie","willie.carlson@hotmail.com","M","2004-05-21",NULL,"756.2329.6231.63","20251024001812"
1813,"Rusko","Colleen","colleen.rusko@gmail.com","F","1946-09-14",NULL,"756.4465.3861.40","20251024001813"
1814,"Tangirala","Eugene","eugene.tangirala@gmail.com","F","1982-10-15",NULL,"756.1944.2416.57","20251024001814"
1815,"Ma","Jamie","jamie.ma@sunrise.ch","M","1938-01-03",NULL,"756.0235.9293.74","20251024001815"
1816,"Barnes","Terrance","terrance.barnes@gmail.com","F","2018-10-13",NULL,"756.3854.8652.21","20251024001816"
1817,"Ward","Franklin","franklin.ward@bluewin.ch","F","1975-05-05",NULL,"756.0782.5339.33","20251024001817"
1818,"Ortega","Jacob","jacob.ortega@swissonline.ch","F","1961-06-21",NULL,"756.0217.0703.72","20251024001818"
1819,"Chen","Preston","preston.chen@bluewin.ch","F","2005-09-05",NULL,"756.1472.1211.48","20251024001819"
1820,"Simmons","Desiree","desiree.simmons@hotmail.com","M","1943-07-04",NULL,"756.8601.0172.84","20251024001820"
1821,"Johnsen","Ajay","ajay.johnsen@hotmail.com","F","1978-04-10",NULL,"756.3564.6078.43","20251024001821"
1822,"Xie","Dave","dave.xie@hotmail.com","M","1967-12-29",NULL,"756.7581.5145.23","20251024001822"
